Produk,Rating,Ulasan,Clean_Ulasan,Sentiment,Word_Count,Char_Count,Length_Category
Xiaomi 17T (12GB+256GB),5,"Barang original xiaomi
Pengiriman cepat 4 hari lgsg sampai
Warna Violet keren banget 
Dapet di harga 7.5 jt plus free headphones 🤙　Terima Kasih Xiaomi",barang original xiaomi pengiriman cepat 4 hari lgsg sampai warna violet keren banget dapet di harga 7 5 jt plus free headphones terima kasih xiaomi,Positif,25,150,Panjang (>15 kata)
Xiaomi 90W HyperCharge Combo (Type-A),5,barang ORI. mantap,barang ori mantap,Positif,3,18,Sangat Singkat (≤3 kata)
POCO M7 (8GB/256GB),5,Keren bagus mantap tap tapp🏆,keren bagus mantap tap tapp,Positif,5,28,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"barang sesuai pesanan, packing oke, semoga awet",barang sesuai pesanan packing oke semoga awet,Positif,7,47,Singkat (4–8 kata)
Xiaomi TV A 32,5,mantap.. bagus.. udh beli yg ke 2 kali tv ini,mantap bagus udh beli yg ke 2 kali tv ini,Positif,10,45,Sedang (9–15 kata)
Xiaomi Redmi 15 (8/128) (8/256),5,ok,ok,Positif,1,2,Sangat Singkat (≤3 kata)
Xiaomi Redmi Buds 6,5,"Bagus banget, rekomendasi pods keliatan bagus",bagus banget rekomendasi pods keliatan bagus,Positif,6,45,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"packaging mungkin bisa ditingkatkan lagi, ternyata masih dapat bonus. semoga hapenya awet",packaging mungkin bisa ditingkatkan lagi ternyata masih dapat bonus semoga hapenya awet,Positif,12,89,Sedang (9–15 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,Cepat sampainya n sudah d tes.,cepat sampainya n sudah d tes,Positif,6,30,Singkat (4–8 kata)
Xiaomi Redmi Pad 2 Series,5,Bagus sesuai. Namun sayang respon dan pengirimannya lama padahal pesan bukan di tanggal promo,bagus sesuai namun sayang respon dan pengirimannya lama padahal pesan bukan di tanggal promo,Positif,14,93,Sedang (9–15 kata)
Xiaomi Redmi Pad 2 Series,5,Bagus sesuai. Namun sayang respon dan pengirimannya lama padahal pesan bukan di tanggal promo,bagus sesuai namun sayang respon dan pengirimannya lama padahal pesan bukan di tanggal promo,Positif,14,93,Sedang (9–15 kata)
Xiaomi Smart Camera C301,5,Bergungsi baik dan jernih banget gambarnya,bergungsi baik dan jernih banget gambarnya,Positif,6,42,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"Terima Kasih,
HP nya sesuai dan free headphone
packing aman.",terima kasih hp nya sesuai dan free headphone packing aman,Positif,10,60,Sedang (9–15 kata)
POCO X7 Pro 5G,5,good job,good job,Positif,2,8,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,goood job,goood job,Positif,2,9,Sangat Singkat (≤3 kata)
Xiaomi TV Box S (3rd Gen),5,sangat bagus,sangat bagus,Positif,2,12,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"beliin temen, katanya si normal bagus sip. kamera jos.",beliin temen katanya si normal bagus sip kamera jos,Positif,9,54,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,Sampai dengan aman dan lengkap,sampai dengan aman dan lengkap,Positif,5,30,Singkat (4–8 kata)
Xiaomi TV Box S (3rd Gen),5,"Memuaskan, sesuai yang diharapkan, recommended item & seller. Barang original segel.",memuaskan sesuai yang diharapkan recommended item seller barang original segel,Positif,10,84,Sedang (9–15 kata)
POCO X7 Pro 5G,5,makasihhhh,makasihhhh,Positif,1,10,Sangat Singkat (≤3 kata)
Xiaomi REDMI Pad 2 9.7 (4GB/64GB),5,barang diterimaa dengan baik. kurir faast respond dan daapat hharga diskon dari tokopedia. seller resmi xiaomi,barang diterimaa dengan baik kurir faast respond dan daapat hharga diskon dari tokopedia seller resmi xiaomi,Positif,16,110,Panjang (>15 kata)
POCO C71 4+4G/128G,5,"Barang ok, kemasan baik, pengiriman bagus",barang ok kemasan baik pengiriman bagus,Positif,6,41,Singkat (4–8 kata)
POCO F8 Series,5,josss,josss,Positif,1,5,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,bagus dan cantik seperti yg di harapkan,bagus dan cantik seperti yg di harapkan,Positif,7,39,Singkat (4–8 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),4,"untuk HP nya ok sesuai,tapi waktu CO ada tulisan bonus jam, pas barang tiba gak ada bonus jam,",untuk hp nya ok sesuai tapi waktu co ada tulisan bonus jam pas barang tiba gak ada bonus jam,Positif,19,94,Panjang (>15 kata)
POCO M7 (8GB/256GB),5,Joss jiss mantapp kak,joss jiss mantapp kak,Positif,4,21,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"barang sampai dengan selamat, kondisi baik dan masih disegel, pengiriman SUPER CEPAT, Tangerang ke NTT hanya 4 hari, pesan tanggal 6 tiba tanggal 9, biasanya paket lain b...",barang sampai dengan selamat kondisi baik dan masih disegel pengiriman super cepat tangerang ke ntt hanya 4 hari pesan tanggal 6 tiba tanggal 9 biasanya paket lain b,Positif,28,173,Panjang (>15 kata)
POCO F8 Series,5,Pesanan sudah diterima. Semoga awet.,pesanan sudah diterima semoga awet,Positif,5,36,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"sesuai iklan, sampai cepat, kondisi baik, untung dapat redmi headphones-nya, banyak sensor barang dan info di kardus dan ""invoice"" sehingga bikin lebih aman",sesuai iklan sampai cepat kondisi baik untung dapat redmi headphones nya banyak sensor barang dan info di kardus dan invoice sehingga bikin lebih aman,Positif,24,156,Panjang (>15 kata)
Xiaomi 17T Pro (12GB+512GB),5,"barang oriii 
segel no lecet 
mantap 🔥🔥🔥",barang oriii segel no lecet mantap,Positif,6,40,Singkat (4–8 kata)
Xiaomi Redmi Buds 6 Play,4,"Pengiriman cepat, packing rapih, kualitas ori dri Xiaomi jdi pembelian TWS pertama moga awet👌",pengiriman cepat packing rapih kualitas ori dri xiaomi jdi pembelian tws pertama moga awet,Positif,14,93,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"Alhamdulillah sampai dengan selamat, awalnya sempet takut di ekspedisi karna pernah paketnya di bongkar kurir 😭
Tapi untungnya kali ini paket diterima dengan baik dan di...",alhamdulillah sampai dengan selamat awalnya sempet takut di ekspedisi karna pernah paketnya di bongkar kurir tapi untungnya kali ini paket diterima dengan baik dan di,Positif,25,172,Panjang (>15 kata)
POCO X8 Pro Series,5,produk ORI bergaransi resmi,produk ori bergaransi resmi,Positif,4,27,Singkat (4–8 kata)
Xiaomi 33W Charging Combo Tipe A,4,pesanan saya sudah sampai dan sesuai deskripsi,pesanan saya sudah sampai dan sesuai deskripsi,Positif,7,46,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"sesuai pesanan, blm tes. semoga panjang umur. tks.",sesuai pesanan blm tes semoga panjang umur tks,Positif,8,50,Singkat (4–8 kata)
POCO F8 Series,5,"Alhamdulillah 
seller amanah.sampai dengan selamat.",alhamdulillah seller amanah sampai dengan selamat,Positif,6,51,Singkat (4–8 kata)
Xiaomi Earphone Tipe-C,5,"packing mantap barang sesuai ekpektasi.. 
xiaomi mantap dah",packing mantap barang sesuai ekpektasi xiaomi mantap dah,Positif,8,59,Singkat (4–8 kata)
POCO F8 Series,5,"pesanan sesuai, produk ok. kamera ok",pesanan sesuai produk ok kamera ok,Positif,6,36,Singkat (4–8 kata)
POCO X8 Pro Series,5,mantappp sweekaleee,mantappp sweekaleee,Positif,2,19,Sangat Singkat (≤3 kata)
Xiaomi Redmi Buds 6 Play,5,"produk bagus, suaranya enak",produk bagus suaranya enak,Positif,4,27,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,bagus,bagus,Positif,1,5,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,sampai  udh lngganan,sampai udh lngganan,Positif,3,20,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"Barangnya saya beli kak. barang dtg sesuai deskripsi, aman, tersegel dan semoga bermanfaat. terima kasih",barangnya saya beli kak barang dtg sesuai deskripsi aman tersegel dan semoga bermanfaat terima kasih,Positif,15,104,Sedang (9–15 kata)
POCO X8 Pro Series,5,"Barang asli, sesuai pesanan 12/512. Pengiriman cepat dan aman lewat JNE.",barang asli sesuai pesanan 12 512 pengiriman cepat dan aman lewat jne,Positif,12,72,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"Barangnya disegel, amaaaaaan",barangnya disegel amaaaaaan,Positif,3,28,Sangat Singkat (≤3 kata)
Xiaomi TV Box S (3rd Gen),5,"pembelian ke 2xny , produk bandel teruji , produk sesuai deskripsi iklan dan pesanan , seller amanah rekomen , paket dikemas aman , kurir sip",pembelian ke 2xny produk bandel teruji produk sesuai deskripsi iklan dan pesanan seller amanah rekomen paket dikemas aman kurir sip,Positif,20,141,Panjang (>15 kata)
POCO C71 4+4G/128G,5,pastinya ok bngt ini,pastinya ok bngt ini,Positif,4,20,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"packing bagus, barang aman mantap",packing bagus barang aman mantap,Positif,5,33,Singkat (4–8 kata)
Redmi Powerbank 18W,5,baru sampai. batre powerbank sisa 1. jadi di cas dulu. belum coba di gunakan untuk ngecas hape. semoga normal dan awet.,baru sampai batre powerbank sisa 1 jadi di cas dulu belum coba di gunakan untuk ngecas hape semoga normal dan awet,Positif,21,119,Panjang (>15 kata)
POCO X7 Pro 5G,5,speck mantap layar keren fantastik suka banget terima kasih seller,speck mantap layar keren fantastik suka banget terima kasih seller,Positif,10,66,Sedang (9–15 kata)
POCO M7 (8GB/256GB),5,"barang bagus,masih segel pabrik,dan diterima dengan aman,serta berfungsi dengan baik",barang bagus masih segel pabrik dan diterima dengan aman serta berfungsi dengan baik,Positif,13,84,Sedang (9–15 kata)
"Xiaomi Robot Vacuum S40 Pro with 15,000Pa suction & dual extended arms",5,Masih segel dan baru mau di coba semoga berfungsi dhn baik,masih segel dan baru mau di coba semoga berfungsi dhn baik,Positif,11,58,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,Barang datang dengan aman dijual satset harga pas bgt,barang datang dengan aman dijual satset harga pas bgt,Positif,9,53,Sedang (9–15 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,"terima kasih, alhamdulillah pesanan sudah diterima, dan barang sesuai dengan judul dan deskripsinya, maaf tidak ada fotonya, karena ini titipan orang lain, jadi tidak sem...",terima kasih alhamdulillah pesanan sudah diterima dan barang sesuai dengan judul dan deskripsinya maaf tidak ada fotonya karena ini titipan orang lain jadi tidak sem,Positif,25,173,Panjang (>15 kata)
POCO Pad M1 (8GB/256GB),5,"terima kasih, alhamdulillah pesanan sudah diterima, dan barang sesuai dengan judul dan deskripsinya, maaf tidak ada fotonya, karena ini titipan orang lain, jadi tidak sem...",terima kasih alhamdulillah pesanan sudah diterima dan barang sesuai dengan judul dan deskripsinya maaf tidak ada fotonya karena ini titipan orang lain jadi tidak sem,Positif,25,173,Panjang (>15 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"terima kasih, alhamdulillah pesanan sudah diterima, dan barang sesuai dengan judul dan deskripsinya, maaf tidak ada fotonya, karena ini titipan orang lain, jadi tidak sem...",terima kasih alhamdulillah pesanan sudah diterima dan barang sesuai dengan judul dan deskripsinya maaf tidak ada fotonya karena ini titipan orang lain jadi tidak sem,Positif,25,173,Panjang (>15 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"terima kasih, alhamdulillah pesanan sudah diterima, dan barang sesuai dengan judul dan deskripsinya, maaf tidak ada fotonya, karena ini titipan orang lain, jadi tidak sem...",terima kasih alhamdulillah pesanan sudah diterima dan barang sesuai dengan judul dan deskripsinya maaf tidak ada fotonya karena ini titipan orang lain jadi tidak sem,Positif,25,173,Panjang (>15 kata)
POCO M7 (8GB/256GB),5,"terima kasih, alhamdulillah pesanan sudah diterima, dan barang sesuai dengan judul dan deskripsinya, maaf tidak ada fotonya, karena ini titipan orang lain, jadi tidak sem...",terima kasih alhamdulillah pesanan sudah diterima dan barang sesuai dengan judul dan deskripsinya maaf tidak ada fotonya karena ini titipan orang lain jadi tidak sem,Positif,25,173,Panjang (>15 kata)
Xiaomi 17T (12GB+256GB),5,"Sesuai pesanan, packing aman. Makasih xiaomi ✨",sesuai pesanan packing aman makasih xiaomi,Positif,6,46,Singkat (4–8 kata)
Xiaomi Redmi Buds 6 Play,5,terimakasih untuk xiaomi Indonesia dan respon admin yg baik🫰...,terimakasih untuk xiaomi indonesia dan respon admin yg baik,Positif,9,63,Sedang (9–15 kata)
Xiaomi Redmi Note 15 5G (8/256 GB) (12/512 GB),5,terimakasih untuk xiaomi Indonesia dan respon admin yg baik🫰...,terimakasih untuk xiaomi indonesia dan respon admin yg baik,Positif,9,63,Sedang (9–15 kata)
POCO X8 Pro Series,5,"Barang sdh diterima sesuai pesanan, respon seller baik n cepat, packing rapi. terimakasih",barang sdh diterima sesuai pesanan respon seller baik n cepat packing rapi terimakasih,Positif,13,89,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"Barang masih tersegel dan bonus sesuai, terimakasih semoga awet",barang masih tersegel dan bonus sesuai terimakasih semoga awet,Positif,9,63,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,belum dibuka,belum dibuka,Positif,2,12,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,"good product, thanks seller",good product thanks seller,Positif,4,27,Singkat (4–8 kata)
Xiaomi Smart Camera C301 CCTV Indoor,5,"Kejernihan lensa: Bagus
Kualitas pengerjaan: Bagus",kejernihan lensa bagus kualitas pengerjaan bagus,Positif,6,50,Singkat (4–8 kata)
Xiaomi Pad 8 (8/256GB),5,"produk sesuai, pengiriman aman 👍🏻",produk sesuai pengiriman aman,Positif,4,33,Singkat (4–8 kata)
Xiaomi 33W Charging Combo Tipe A,5,"Mantap dan Original
Masih segel dan garansi
Tks Seller, Tks Tokopedia, Tks Kurir",mantap dan original masih segel dan garansi tks seller tks tokopedia tks kurir,Positif,13,80,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"Sesuai dengan pesanan, bonus headset juga dapet",sesuai dengan pesanan bonus headset juga dapet,Positif,7,47,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"Hp ke 3 dari Xiaomi + bonus headphone, worth it bgt ! Thx",hp ke 3 dari xiaomi bonus headphone worth it bgt thx,Positif,11,57,Sedang (9–15 kata)
POCO C85 (6/128) (8/256),5,Bagus banget. 👍👍👍,bagus banget,Positif,2,17,Sangat Singkat (≤3 kata)
Xiaomi 120W HyperCharge Combo Tipe-A,5,"mantap,
barang original, sesuai daya nge-charge-nya",mantap barang original sesuai daya nge charge nya,Positif,8,51,Singkat (4–8 kata)
POCO F7 Ultra 12/256G 16/512G,5,"Barang Segel Original, Packing Rapih Aman, Pengiriman Cepat",barang segel original packing rapih aman pengiriman cepat,Positif,8,59,Singkat (4–8 kata)
Xiaomi Smart Camera C301 CCTV Indoor,5,Quality of work: good,quality of work good,Positif,4,21,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,barang resmi original+ bonusan nya jg original,barang resmi original bonusan nya jg original,Positif,7,46,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,Terima kasih xiaomi lancar semua paket,terima kasih xiaomi lancar semua paket,Positif,6,38,Singkat (4–8 kata)
Xiaomi UltraThin Magnetic Power Bank 5000 15W,5,"Sangat tipis dan ringan, serasa tidak pakai powerbank. Recommended 👌🏻",sangat tipis dan ringan serasa tidak pakai powerbank recommended,Positif,9,69,Sedang (9–15 kata)
Xiaomi REDMI Watch 6,5,Produk sesuai dengan pesanan dan berkualitas. Terimakasih,produk sesuai dengan pesanan dan berkualitas terimakasih,Positif,7,57,Singkat (4–8 kata)
Xiaomi TV A Pro 55 2026,5,baik dan bagus,baik dan bagus,Positif,3,14,Sangat Singkat (≤3 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"barang sesuai pesanan, ori 👍",barang sesuai pesanan ori,Positif,4,28,Singkat (4–8 kata)
POCO C81 Pro (4GB/128G) (4GB/64GB),5,"barang sesuai pesanan, ori 👍",barang sesuai pesanan ori,Positif,4,28,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"barang nya original, pengemasan sangat safety, pengiriman cepat. Thanks seller",barang nya original pengemasan sangat safety pengiriman cepat thanks seller,Positif,10,78,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,5,"dengan harga segini emang cocok sih, dari dulu emang suka produk dari xiaomi. fitur low latency paling aku butuhkan buat main game",dengan harga segini emang cocok sih dari dulu emang suka produk dari xiaomi fitur low latency paling aku butuhkan buat main game,Positif,22,130,Panjang (>15 kata)
Xiaomi 17T (12GB+256GB),5,fast respon... 1 hari sampai...  cukup memuaskan...,fast respon 1 hari sampai cukup memuaskan,Positif,7,51,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"pengiriman cepat. Barang dalam kondisi bagus. official store, recommended.",pengiriman cepat barang dalam kondisi bagus official store recommended,Positif,9,74,Sedang (9–15 kata)
Xiaomi Redmi Watch 5 Lite,5,"barang segel, cepat sampai dan berfungsi dengan baik",barang segel cepat sampai dan berfungsi dengan baik,Positif,8,52,Singkat (4–8 kata)
Xiaomi Outdoor Camera CW100 Dual,5,Barang ori dan pengiriman cepat. Recommended to buy,barang ori dan pengiriman cepat recommended to buy,Positif,8,51,Singkat (4–8 kata)
POCO X7 Pro 5G,5,barang aman packingan super mantap,barang aman packingan super mantap,Positif,5,34,Singkat (4–8 kata)
Mi WiFi Range Extender AC1200 High Speed,5,"WiFi ditesting berjalan dengan baik & normal, jangkauan sinyal lumayan luas.",wifi ditesting berjalan dengan baik normal jangkauan sinyal lumayan luas,Positif,10,76,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"Cakep, dapet harga bagus. Semoga bisa awet sampe 4 tahun kedepannya.
Barang aman, bonus dapet. Pengriman cepet",cakep dapet harga bagus semoga bisa awet sampe 4 tahun kedepannya barang aman bonus dapet pengriman cepet,Positif,17,110,Panjang (>15 kata)
Xiaomi 17T (12GB+256GB),5,"produk sampai dengan selamat alhamdulillah, masih dpt free headphone nya, insyaAllah semoga awet yaaa",produk sampai dengan selamat alhamdulillah masih dpt free headphone nya insyaallah semoga awet yaaa,Positif,14,101,Sedang (9–15 kata)
"Xiaomi TV A 43"" FHD 2026",5,"Barangnya oke ya, cepat sampai juga",barangnya oke ya cepat sampai juga,Positif,6,35,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,top markotop HP nya jos gandos👍👍👍,top markotop hp nya jos gandos,Positif,6,33,Singkat (4–8 kata)
POCO X7 Pro 5G,5,"produk oke, barang resmi segel, pengiriman cepat, thanks seller",produk oke barang resmi segel pengiriman cepat thanks seller,Positif,9,63,Sedang (9–15 kata)
Xiaomi 165W Power Bank 10000mAh Integrated Cable,5,"Barang aman, super fast charging, support sampai 90 watt, pake cable type c untuk port 2 nya",barang aman super fast charging support sampai 90 watt pake cable type c untuk port 2 nya,Positif,17,92,Panjang (>15 kata)
POCO C71 4+4G/128G,5,bismillah cuan berkah,bismillah cuan berkah,Positif,3,21,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"ga sampe 24 jam udah sampe..tolong packing nya di benerin, udah berkali kali beli tapi bubble warp nya tipisss bener",ga sampe 24 jam udah sampe tolong packing nya di benerin udah berkali kali beli tapi bubble warp nya tipisss bener,Positif,21,116,Panjang (>15 kata)
Xiaomi 33W Power Bank 20.000 mAh,5,"barang aman tiba tujuan, ternyata lebih kecil dari awal saya kira.",barang aman tiba tujuan ternyata lebih kecil dari awal saya kira,Positif,11,66,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,pengiriman cepat 2 hari dari transaksi terkirim brg sesuai pesanan. dapet bonus headphone neo,pengiriman cepat 2 hari dari transaksi terkirim brg sesuai pesanan dapet bonus headphone neo,Positif,14,93,Sedang (9–15 kata)
Xiaomi 33W Power Bank 20.000 mAh,5,"barang sesuai , pengiriman cepat, produk sangat sesuai fungsi , sangat memuaskan",barang sesuai pengiriman cepat produk sangat sesuai fungsi sangat memuaskan,Positif,10,80,Sedang (9–15 kata)
Xiaomi Redmi A7 Pro (4+64 GB) (4+128 GB),5,"sesuai deskripsi. ada garansi resmi, barang ori",sesuai deskripsi ada garansi resmi barang ori,Positif,7,47,Singkat (4–8 kata)
Xiaomi 17T (12GB+256GB),5,"barang sesuai pesanan, cepet kirim nya, oke lah pokoke...
matur nuwun",barang sesuai pesanan cepet kirim nya oke lah pokoke matur nuwun,Positif,11,69,Sedang (9–15 kata)
Xiaomi TV A Pro 43 2026,5,"Barang berkualitas, Berfungsi baik & kirim cepat 👍🏻",barang berkualitas berfungsi baik kirim cepat,Positif,6,51,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,mantap barang sesuai pesanan dan udah di coba semua oke terimakasih xiaomi,mantap barang sesuai pesanan dan udah di coba semua oke terimakasih xiaomi,Positif,12,74,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,barang diterima dengan baik dan kondisi baik,barang diterima dengan baik dan kondisi baik,Positif,7,44,Singkat (4–8 kata)
Xiaomi 33W Charging Combo Tipe A,5,mantap barang sesuai pesanan dan udah di coba semua oke terimakasih xiaomi,mantap barang sesuai pesanan dan udah di coba semua oke terimakasih xiaomi,Positif,12,74,Sedang (9–15 kata)
Xiaomi 33W Charging Combo Tipe A,5,"barang sesuai pesanan dan pengiriman cepat packing aman, barang masih segel dan kualitas barang original, charger berfungsi dengan baik.",barang sesuai pesanan dan pengiriman cepat packing aman barang masih segel dan kualitas barang original charger berfungsi dengan baik,Positif,19,136,Panjang (>15 kata)
Xiaomi Redmi Note 15 (6/128 GB),5,alhamdulillah sampe dengan selamat ibu saya sendiri yang menerima karena emang buat ibu saya semoga ibu saya senang 🥰,alhamdulillah sampe dengan selamat ibu saya sendiri yang menerima karena emang buat ibu saya semoga ibu saya senang,Positif,18,117,Panjang (>15 kata)
Xiaomi Redmi Note 15 Pro 5G (8/256GB) (12/512GB),5,pengiriman cepat dan barang pasti original,pengiriman cepat dan barang pasti original,Positif,6,42,Singkat (4–8 kata)
POCO F8 Series,5,mantap,mantap,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi Earphone Tipe-C,4,worth it untuk harga segini🤩👍,worth it untuk harga segini,Positif,5,29,Singkat (4–8 kata)
POCO X8 Pro Series,5,"barang bagus pengiriman cepat harga doang g ngotak, overall gacor smua, kecuali layarnya aga kuning tapi bagus",barang bagus pengiriman cepat harga doang g ngotak overall gacor smua kecuali layarnya aga kuning tapi bagus,Positif,17,110,Panjang (>15 kata)
POCO X8 Pro Series,5,"barang masih disegel dan ada garansi resminya 
semua berfungsi normal",barang masih disegel dan ada garansi resminya semua berfungsi normal,Positif,10,69,Sedang (9–15 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,sangat recommended,sangat recommended,Positif,2,18,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15 (8/128) (8/256),5,"Mantab, sudah mendarat di rmh tanpa cacat, lecet atau kurang apapun itu! 👍",mantab sudah mendarat di rmh tanpa cacat lecet atau kurang apapun itu,Positif,12,74,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"tidak mengecewakan beli disini ... 
cuman perihal kupon""nya kurang memuaskan",tidak mengecewakan beli disini cuman perihal kupon nya kurang memuaskan,Positif,10,76,Sedang (9–15 kata)
POCO M7 Pro 5G (8/256G),5,"barang komplit dan berfungsi, cuma apa emang speakernya berasa geter sampe ke belakang hp nya ya? soalnya semakin gede volume nya makin geter bagian belakang hp nya sampe...",barang komplit dan berfungsi cuma apa emang speakernya berasa geter sampe ke belakang hp nya ya soalnya semakin gede volume nya makin geter bagian belakang hp nya sampe,Positif,28,173,Panjang (>15 kata)
Xiaomi 17T (12GB+256GB),5,mantap mass xiaomi...,mantap mass xiaomi,Positif,3,21,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,Pengiriman cepat dan harga murah serta dapat bonus. Mantap,pengiriman cepat dan harga murah serta dapat bonus mantap,Positif,9,58,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,barang masih tersegel dgn aman. packing bagus dan rapih 👍🏼👍🏼👍🏼,barang masih tersegel dgn aman packing bagus dan rapih,Positif,9,62,Sedang (9–15 kata)
POCO Pad M1 (8GB/256GB),5,terimakasih banyak tiba dengan selamat,terimakasih banyak tiba dengan selamat,Positif,5,38,Singkat (4–8 kata)
POCO X8 Pro Series,5,Barang ori dan masih segel,barang ori dan masih segel,Positif,5,26,Singkat (4–8 kata)
POCO X8 Pro Series,5,Alhamdulillah barangnya sudah sampai dan sesuai dengan pesanan makasih,alhamdulillah barangnya sudah sampai dan sesuai dengan pesanan makasih,Positif,9,70,Sedang (9–15 kata)
POCO C85 (6/128) (8/256),5,baik sekali,baik sekali,Positif,2,11,Sangat Singkat (≤3 kata)
Xiaomi TV A Pro 65 2026,5,"barang sudah sampai dan tepat waktu datengnya, gak ada kendala dan berfungsi normal.",barang sudah sampai dan tepat waktu datengnya gak ada kendala dan berfungsi normal,Positif,13,84,Sedang (9–15 kata)
POCO X7 Pro 5G,5,"pengiriman cepat & berfungsi dengan baik, mantap..",pengiriman cepat berfungsi dengan baik mantap,Positif,6,50,Singkat (4–8 kata)
Xiaomi TV A Pro 32 2026,5,"bagus, mantab, pas promo",bagus mantab pas promo,Positif,4,24,Singkat (4–8 kata)
Xiaomi Outdoor Camera CW300,5,"Tidak ada kata lain selain mantap, terima kasih",tidak ada kata lain selain mantap terima kasih,Positif,8,47,Singkat (4–8 kata)
Xiaomi Smart Camera C701,5,"Tidak ada kata lain selain mantap, terima kasih",tidak ada kata lain selain mantap terima kasih,Positif,8,47,Singkat (4–8 kata)
Xiaomi Redmi Pad 2 Series,5,Cepat gercep sangat tidak diduga barang sudah tiba,cepat gercep sangat tidak diduga barang sudah tiba,Positif,8,50,Singkat (4–8 kata)
Xiaomi Band 10 Pro,5,"barangnya bagus dan sesuai ekspektasi, pengirimannya Kali ini bagus dan cepat sekali. 
 tolong di jaga selalu kualitas pengirimannya 👍

soalnya dolo pernah mau pesan Xia...",barangnya bagus dan sesuai ekspektasi pengirimannya kali ini bagus dan cepat sekali tolong di jaga selalu kualitas pengirimannya soalnya dolo pernah mau pesan xia,Positif,24,172,Panjang (>15 kata)
Xiaomi Redmi Buds 8 Active,5,fitur berfungsi dgn baik,fitur berfungsi dgn baik,Positif,4,24,Singkat (4–8 kata)
Xiaomi Redmi Watch 5 Active,5,"mantap, berfungsi dgn baik 👍",mantap berfungsi dgn baik,Positif,4,28,Singkat (4–8 kata)
Xiaomi Smart Band 9 Pro,5,Sesuai pesanan,sesuai pesanan,Positif,2,14,Sangat Singkat (≤3 kata)
Xiaomi 3A Braided USB-C to USB-C Cable (1m),5,"feel kabel bagus, kabel berfungsi sebagaimana mestinya",feel kabel bagus kabel berfungsi sebagaimana mestinya,Positif,7,54,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,sesuai pesanan 👍🏼,sesuai pesanan,Positif,2,17,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"diterima dengan baik, hanya saja pengirimannya agak lama dikit tapi ndakpapa",diterima dengan baik hanya saja pengirimannya agak lama dikit tapi ndakpapa,Positif,11,76,Sedang (9–15 kata)
